fid,paikka_id,tunnus,nimi,suurekoodi,suure,vesistonumero,tila,ensimmainenhavainto,viimeisinhavainto,koordertmpohj,koordertmita,layer,path,namefin
604,1236,"5000400",Jatkojoki,Q,Virtaama,"50.001",Lopetettu,01.01.1950,31.12.1963,7090607,318916,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Keski-Pohjanmaa
605,1238,"5100300",Kannus,Q,Virtaama,"51.021",Lopetettu,01.01.1911,31.12.1975,7089887,348881,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Keski-Pohjanmaa
606,1240,"5300100",Reisjärvi - luusua,Q,Virtaama,"53.053",Lopetettu,01.01.1951,31.12.1954,7056803,401927,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Pohjois-Pohjanmaa
607,1244,"5300200",Haapajärvi - luusua,Q,Virtaama,"53.043",Lopetettu,01.01.1931,31.12.1976,7073246,416016,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Pohjois-Pohjanmaa
608,1249,"5300500",Raudaskoski,Q,Virtaama,"53.033",Lopetettu,01.01.1912,31.12.1978,7096388,391547,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Pohjois-Pohjanmaa
609,1251,"5300600",Olmanvirta,Q,Virtaama,"53.022",Lopetettu,01.01.1941,28.02.1981,7108940,378356,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Pohjois-Pohjanmaa
610,1254,"5300800",Hihnalankoski,Q,Virtaama,"53.021",Lopetettu,01.01.1911,30.09.1976,7122955,357205,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Pohjois-Pohjanmaa
611,1257,"5400200",Haapajärvi - luusua,Q,Virtaama,"54.022",Lopetettu,01.01.1931,31.12.1960,7113910,417512,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Pohjois-Pohjanmaa
612,1258,"5400210",Mieluskoski,Q,Virtaama,"54.022",Lopetettu,01.01.1981,31.12.1991,7117301,410665,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Pohjois-Pohjanmaa
613,1260,"5400300",Napurinkallio,Q,Virtaama,"54.012",Lopetettu,01.01.1963,31.12.1971,7134109,380179,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Pohjois-Pohjanmaa
614,1261,"5400400",Pyhänkoski,Q,Virtaama,"54.012",Lopetettu,01.01.1912,31.12.1981,7138813,375298,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Pohjois-Pohjanmaa
615,1266,"5700200",Sipola,Q,Virtaama,"57.022",Lopetettu,01.01.1936,31.12.1970,7144841,441692,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Pohjois-Pohjanmaa
616,1273,"5900200",Kiantajärvi - luusua,Q,Virtaama,"59.511",Lopetettu,01.01.1932,31.12.1949,7196430,590730,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Kainuu
617,1278,"5900400","Vuokkijärvi, Niipas",Q,Virtaama,"59.612",Lopetettu,01.01.1939,15.09.1958,7189309,600650,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Kainuu
618,1279,"5900500",Niemelänjärvi - luusua,Q,Virtaama,"59.721",Lopetettu,01.01.1963,31.12.1975,7167811,580698,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Kainuu
619,1281,"5900600",Hyrynjärvi - luusua,Q,Virtaama,"59.431",Lopetettu,01.01.1911,31.12.1959,7169975,571021,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Kainuu
620,1284,"5900800",Iijärvi - luusua,Q,Virtaama,"59.412",Lopetettu,01.01.1911,31.12.1947,7153980,543457,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Kainuu
621,1285,"5900900",Iijärvi - luusua,Q,Virtaama,"59.412",Lopetettu,01.01.1948,31.12.1962,7153980,543457,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Kainuu
622,1288,"5901100",Kivesjärvi - luusua,Q,Virtaama,"59.351",Lopetettu,01.01.1913,31.08.1954,7142158,524765,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Kainuu
623,1295,"5902000",Lammasjärvi - luusua,Q,Virtaama,"59.912",Lopetettu,01.01.1901,31.12.1938,7113611,621826,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Kainuu
624,1297,"5902110",Kellojärvi - luusua,Q,Virtaama,"59.942",Lopetettu,01.01.1939,31.03.1981,7122379,598097,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Kainuu
625,1298,"5902200",Ontojärvi - luusua,Q,Virtaama,"59.911",Lopetettu,01.01.1912,31.12.1946,7109220,596216,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Kainuu
626,1300,"5902500",Nuasjärvi - luusua,Q,Virtaama,"59.811",Lopetettu,01.01.1896,31.12.1933,7122437,535733,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Kainuu
627,1302,"5902600",Nuasjärvi - luusua,Q,Virtaama,"59.811",Lopetettu,01.01.1910,31.12.1946,7122437,535733,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Kainuu
628,1304,"5902700",Nuasjärvi - luusua,Q,Virtaama,"59.811",Lopetettu,01.01.1891,31.12.1912,7122437,535733,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Kainuu
629,1306,"5903500",Oulujärvi - luusua,Q,Virtaama,"59.311",Lopetettu,01.01.1896,31.12.1949,7158970,491444,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Pohjois-Pohjanmaa
630,1309,"5904000","Sotkajärvi, Pyhäkoski",Q,Virtaama,"59.131",Lopetettu,01.01.1918,31.12.1948,7187816,463825,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Pohjois-Pohjanmaa
631,1311,"5904051",Pälli,Q,Virtaama,"59.131",Lopetettu,01.01.1956,31.12.1972,7191269,461803,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Pohjois-Pohjanmaa
632,1319,"6100110",Puossunjärvi - luusua,Q,Virtaama,"61.333",Lopetettu,04.08.1960,31.12.1994,7296312,609644,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Pohjois-Pohjanmaa
633,1320,"6100120",Iso-Kero - luusua,Q,Virtaama,"61.322",Lopetettu,01.01.1961,30.12.1964,7282186,598919,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Pohjois-Pohjanmaa
634,1321,"6100210","Irnijärvi, pato",Q,Virtaama,"61.321",Lopetettu,01.09.1959,31.07.1965,7271512,588579,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Pohjois-Pohjanmaa
635,1322,"6100230",Jokijärvi - luusua,Q,Virtaama,"61.312",Lopetettu,01.01.1961,31.12.1968,7265696,567550,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Pohjois-Pohjanmaa
636,1324,"6100310",Kuoliojoki,Q,Virtaama,"61.671",Lopetettu,01.01.1965,31.12.1969,7301951,568892,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Pohjois-Pohjanmaa
637,1325,"6100320",Kuoliojoki,Q,Virtaama,"61.671",Lopetettu,01.01.1970,31.12.1990,7301951,568892,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Pohjois-Pohjanmaa
638,1327,"6100400",Koitijärvi - luusua,Q,Virtaama,"61.612",Lopetettu,01.01.1961,31.12.1991,7280784,562441,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Pohjois-Pohjanmaa
639,1329,"6100614",Näljänkäjärvi - luusua,Q,Virtaama,"61.771",Lopetettu,01.01.1978,31.12.1994,7213251,563138,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Kainuu
640,1333,"6100900",Kurenalus,Q,Virtaama,"61.211",Lopetettu,01.01.1956,31.08.1976,7247387,504306,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Pohjois-Pohjanmaa
641,1334,"6100910",Kurenalus,Q,Virtaama,"61.211",Lopetettu,01.01.1977,31.12.1985,7247387,504306,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Pohjois-Pohjanmaa
642,1335,"6101200","Livojoki, Hanhikoski",Q,Virtaama,"61.513",Lopetettu,01.01.1960,31.12.1965,7265798,495443,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Pohjois-Pohjanmaa
643,1337,"6101400",Kipinä,Q,Virtaama,"61.131",Lopetettu,01.01.1956,31.12.1995,7241401,477202,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Pohjois-Pohjanmaa
